"","RND","HSD","EA","HH","ID","HHID","HHID.rnd","Plate","Sample.identifier","Row","Column","Well","MolSpecies","Expected.species","kdr","N1575Y","Cyp4j5","Coeae1d","Pfal.score","OVM.score","Pfal","OVM","X2La","Cyp6p4","ZZB","Cyp6aa","Cyp6aa_Dup","lat","lon","survey","LLIN.intend","LLIN.actual","Net.intend","Net.actual","Wave","Location","subregions","wgs.sample.id","species"
"1598",2,95,5,2,1,209505002,9505002,19,58,"E",10,"10E","AR","GA","LL","NN","FF","SR",0,0,0,0,"SS","II","LL","NN","WT",1.453939,34.4145,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",2,"East","North Eastern","209505002001","An. arabiensis"
"1599",2,98,2,24,2,209802024,9802024,19,70,"F",10,"10F","S","GA","SS","NN","LL","SR",0,0,0,0,"SI","MM","ZZ","DD","Dup",0.9534659,34.17751,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","North Eastern","209802024002","An. gambiae"
"1600",2,99,3,2,1,209903002,9903002,19,82,"G",10,"10G","AR","GA","LL","NN","FF","SR",0,0,0,0,"SS","II","LL","NN","WT",1.080734,34.15409,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","North Eastern","209903002001","An. arabiensis"
"1601",2,99,4,117,1,209904117,9904117,19,94,"H",10,"10H","AR","GA","LL","NN","FF","SR",0,0,0,0,"SS","II","LL","NN","WT",1.08138,34.16321,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","North Eastern","209904117001","An. arabiensis"
"1602",2,100,4,160,1,210004160,10004160,19,11,"A",11,"11A","AR","GA","LL","NN","FF","RR",0,0,0,0,"SS","II","LL",NA,NA,1.22998,34.13394,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",2,"East","Mid-Eastern","210004160001","An. arabiensis"
"1603",2,102,4,19,1,210204019,10204019,19,35,"C",11,"11C","S","GA","SS","NN","LF","SR",0,0,0,0,"SI","IM","ZL","DN","Dup",0.828499,34.18608,"6 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","North Eastern","210204019001","An. gambiae"
"1604",2,102,9,55,1,210209055,10209055,19,47,"D",11,"11D","S","GA","SS","NN","LF","RR",1,0,0,0,"SI","MM","ZZ","DN","Dup",0.846594,34.28851,"6 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","North Eastern","210209055001","An. gambiae"
"1605",2,102,9,55,2,210209055,10209055,19,59,"E",11,"11E","S","GA","SS","NN","FF","RR",1,0,0,0,"SS","MM","ZZ","DD","Dup",0.846594,34.28851,"6 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","North Eastern","210209055002","An. gambiae"
"1606",2,102,9,55,3,210209055,10209055,19,71,"F",11,"11F","S","GA","SS","NN","LF","RR",1,0,0,0,"SI","MM","ZZ","DD","Dup",0.846594,34.28851,"6 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","North Eastern","210209055003","An. gambiae"
"1607",2,102,9,55,4,210209055,10209055,19,83,"G",11,"11G","S","GA","SS","NN","FF","RR",0,0,0,0,"SI","MM","ZZ","DD","Dup",0.846594,34.28851,"6 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","North Eastern","210209055004","An. gambiae"
"1608",2,102,9,55,5,210209055,10209055,19,95,"H",11,"11H","S","GA","SS","NN","LL","RR",0,0,0,0,"SS","MM","ZZ","DD","Dup",0.846594,34.28851,"6 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","North Eastern","210209055005","An. gambiae"
"1609",2,67,2,3,1,206702003,6702003,19,12,"A",12,"12A","S","GA","SS","NN","FF","RR",0,0,0,0,"SS","MM","ZZ","DD","Dup",2.078382,33.37297,"6 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","Mid-Eastern","206702003001","An. gambiae"
"1610",2,67,2,3,5,206702003,6702003,19,24,"B",12,"12B","S","GA","FS","NN","FF","SS",0,0,0,0,"SS","MM","ZZ","DD","Dup",2.078382,33.37297,"6 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","Mid-Eastern","206702003005","An. gambiae"
"1611",2,67,2,3,17,206702003,6702003,19,36,"C",12,"12C","S","GA","SS","NN","FF","SR",0,0,0,0,"SS","IM","ZL","DN","Dup",2.078382,33.37297,"6 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","Mid-Eastern","206702003017","An. gambiae"
"1612",2,67,2,3,33,206702003,6702003,19,48,"D",12,"12D","S","GA","SS","NN","FF","RR",0,0,0,0,"SS","MM","ZZ","DD","Dup",2.078382,33.37297,"6 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","Mid-Eastern","206702003033","An. gambiae"
"1613",2,67,8,44,4,206708044,6708044,19,60,"E",12,"12E","S","GA","SS","NN","FF","SR",0,0,0,0,"SS","MM","ZZ","DD","Dup",2.066742,33.4538,"6 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","Mid-Eastern","206708044004","An. gambiae"
"1614",2,67,8,44,8,206708044,6708044,19,72,"F",12,"12F","S","GA","FS","NN","LF","SR",0,0,0,0,"SI","MM","ZZ","DD","Dup",2.066742,33.4538,"6 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","Mid-Eastern","206708044008","An. gambiae"
"1615",2,67,8,44,18,206708044,6708044,19,84,"G",12,"12G","S","GA","SS","NN","FF","SR",1,0,0,0,"SS","IM","ZL","NN","WT",2.066742,33.4538,"6 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","Mid-Eastern","206708044018","An. gambiae"
"1616",2,67,8,44,5,206708044,6708044,19,96,"H",12,"12H","S","GA","SS","NN","FF","SR",0,0,0,0,"SS","MM","ZZ","DD","Dup",2.066742,33.4538,"6 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","Mid-Eastern","206708044005","An. gambiae"
"1617",2,9,10,60,1,200910060,910060,20,1,"A",1,"1A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.117137,32.242,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"West","Mid-Western","200910060001","An. funestus"
"1618",2,9,10,60,2,200910060,910060,20,13,"B",1,"1B","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.117137,32.242,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"West","Mid-Western","200910060002","An. funestus"
"1619",2,9,10,60,3,200910060,910060,20,25,"C",1,"1C","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.117137,32.242,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"West","Mid-Western","200910060003","An. funestus"
"1620",2,22,3,13,1,202203013,2203013,20,37,"D",1,"1D","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.582759,31.53898,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202203013001","An. funestus"
"1621",2,22,3,13,2,202203013,2203013,20,49,"E",1,"1E","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.582759,31.53898,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202203013002","An. funestus"
"1622",2,22,7,28,1,202207028,2207028,20,61,"F",1,"1F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.544811,31.62573,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202207028001","An. funestus"
"1623",2,23,4,6,1,202304006,2304006,20,73,"G",1,"1G","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.839602,31.71062,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202304006001","An. funestus"
"1624",2,23,4,6,2,202304006,2304006,20,85,"H",1,"1H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.839602,31.71062,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202304006002","An. funestus"
"1625",2,23,4,6,3,202304006,2304006,20,2,"A",2,"2A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.839602,31.71062,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202304006003","An. funestus"
"1626",2,23,4,6,4,202304006,2304006,20,14,"B",2,"2B","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.839602,31.71062,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202304006004","An. funestus"
"1627",2,23,4,6,5,202304006,2304006,20,26,"C",2,"2C","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.839602,31.71062,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202304006005","An. funestus"
"1628",2,23,4,6,6,202304006,2304006,20,38,"D",2,"2D","FUN","FU",NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,1.839602,31.71062,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202304006006","An. funestus"
"1629",2,23,4,6,7,202304006,2304006,20,50,"E",2,"2E","FUN","FU",NA,NA,NA,NA,2,0,1,0,NA,NA,NA,NA,NA,1.839602,31.71062,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202304006007","An. funestus"
"1630",2,23,4,6,8,202304006,2304006,20,62,"F",2,"2F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.839602,31.71062,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202304006008","An. funestus"
"1631",2,23,4,6,9,202304006,2304006,20,74,"G",2,"2G","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.839602,31.71062,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202304006009","An. funestus"
"1632",2,23,4,6,10,202304006,2304006,20,86,"H",2,"2H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.839602,31.71062,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202304006010","An. funestus"
"1633",2,23,4,6,11,202304006,2304006,20,3,"A",3,"3A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.839602,31.71062,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202304006011","An. funestus"
"1634",2,23,4,6,12,202304006,2304006,20,15,"B",3,"3B","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.839602,31.71062,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202304006012","An. funestus"
"1635",2,23,4,6,13,202304006,2304006,20,27,"C",3,"3C","FUN","FU","LL","NN",NA,NA,0,0,0,0,"SS",NA,NA,NA,NA,1.839602,31.71062,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202304006013","An. funestus"
"1636",2,23,4,6,14,202304006,2304006,20,39,"D",3,"3D","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.839602,31.71062,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202304006014","An. funestus"
"1637",2,23,8,251,4,202308251,2308251,20,51,"E",3,"3E","FUN","FU",NA,NA,NA,NA,2,0,1,0,NA,NA,NA,NA,NA,1.883424,31.78717,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202308251004","An. funestus"
"1638",2,23,8,251,5,202308251,2308251,20,63,"F",3,"3F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.883424,31.78717,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202308251005","An. funestus"
"1639",2,23,8,251,6,202308251,2308251,20,75,"G",3,"3G","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.883424,31.78717,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202308251006","An. funestus"
"1640",2,23,8,251,7,202308251,2308251,20,87,"H",3,"3H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.883424,31.78717,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202308251007","An. funestus"
"1641",2,23,9,56,1,202309056,2309056,20,4,"A",4,"4A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.797285,31.867,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","202309056001","An. funestus"
"1642",2,68,7,99,1,206807099,6807099,20,16,"B",4,"4B","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.234005,33.57129,"6 months","PBO LLIN","PBO LLIN","OlysetPlus","OlysetPlus",2,"East","Mid-Eastern","206807099001","An. funestus"
"1643",2,68,8,24,3,206808024,6808024,20,28,"C",4,"4C","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.211322,33.60113,"6 months","PBO LLIN","PBO LLIN","OlysetPlus","OlysetPlus",2,"East","Mid-Eastern","206808024003","An. funestus"
"1644",2,68,8,24,4,206808024,6808024,20,40,"D",4,"4D","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.211322,33.60113,"6 months","PBO LLIN","PBO LLIN","OlysetPlus","OlysetPlus",2,"East","Mid-Eastern","206808024004","An. funestus"
"1645",2,68,9,34,1,206809034,6809034,20,52,"E",4,"4E","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.328915,33.77917,"6 months","PBO LLIN","PBO LLIN","OlysetPlus","OlysetPlus",2,"East","Mid-Eastern","206809034001","An. funestus"
"1646",2,68,9,34,2,206809034,6809034,20,64,"F",4,"4F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.328915,33.77917,"6 months","PBO LLIN","PBO LLIN","OlysetPlus","OlysetPlus",2,"East","Mid-Eastern","206809034002","An. funestus"
"1647",2,68,9,34,3,206809034,6809034,20,76,"G",4,"4G","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.328915,33.77917,"6 months","PBO LLIN","PBO LLIN","OlysetPlus","OlysetPlus",2,"East","Mid-Eastern","206809034003","An. funestus"
"1648",2,68,9,34,4,206809034,6809034,20,88,"H",4,"4H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.328915,33.77917,"6 months","PBO LLIN","PBO LLIN","OlysetPlus","OlysetPlus",2,"East","Mid-Eastern","206809034004","An. funestus"
"1649",2,68,9,34,5,206809034,6809034,20,5,"A",5,"5A","AR","FU","LL","NN","FF","RR",0,0,0,0,"SS",NA,NA,NA,NA,2.328915,33.77917,"6 months","PBO LLIN","PBO LLIN","OlysetPlus","OlysetPlus",2,"East","Mid-Eastern","206809034005","An. arabiensis"
"1650",2,68,9,34,6,206809034,6809034,20,17,"B",5,"5B","S","FU","SS","NN","FF","SS",0,0,0,0,"SS",NA,NA,NA,NA,2.328915,33.77917,"6 months","PBO LLIN","PBO LLIN","OlysetPlus","OlysetPlus",2,"East","Mid-Eastern","206809034006","An. gambiae"
"1651",2,68,9,34,7,206809034,6809034,20,29,"C",5,"5C","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.328915,33.77917,"6 months","PBO LLIN","PBO LLIN","OlysetPlus","OlysetPlus",2,"East","Mid-Eastern","206809034007","An. funestus"
"1652",2,68,9,34,8,206809034,6809034,20,41,"D",5,"5D","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.328915,33.77917,"6 months","PBO LLIN","PBO LLIN","OlysetPlus","OlysetPlus",2,"East","Mid-Eastern","206809034008","An. funestus"
"1653",2,68,9,34,9,206809034,6809034,20,53,"E",5,"5E","S","FU","FF","NN","FF","SR",0,0,0,0,"SS",NA,NA,NA,NA,2.328915,33.77917,"6 months","PBO LLIN","PBO LLIN","OlysetPlus","OlysetPlus",2,"East","Mid-Eastern","206809034009","An. gambiae"
"1654",2,70,1,4,1,207001004,7001004,20,65,"F",5,"5F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.980893,33.46498,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",2,"East","Mid-Eastern","207001004001","An. funestus"
"1655",2,70,2,48,1,207002048,7002048,20,77,"G",5,"5G","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.69152,33.55272,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",2,"East","Mid-Eastern","207002048001","An. funestus"
"1656",2,70,2,48,2,207002048,7002048,20,89,"H",5,"5H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.69152,33.55272,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",2,"East","Mid-Eastern","207002048002","An. funestus"
"1657",2,70,2,48,3,207002048,7002048,20,6,"A",6,"6A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.69152,33.55272,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",2,"East","Mid-Eastern","207002048003","An. funestus"
"1658",2,70,2,48,4,207002048,7002048,20,18,"B",6,"6B","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.69152,33.55272,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",2,"East","Mid-Eastern","207002048004","An. funestus"
"1659",2,70,4,4,1,207004004,7004004,20,30,"C",6,"6C","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.633592,33.57855,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",2,"East","Mid-Eastern","207004004001","An. funestus"
"1660",2,70,4,4,2,207004004,7004004,20,42,"D",6,"6D","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.633592,33.57855,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",2,"East","Mid-Eastern","207004004002","An. funestus"
"1661",2,70,4,4,3,207004004,7004004,20,54,"E",6,"6E","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.633592,33.57855,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",2,"East","Mid-Eastern","207004004003","An. funestus"
"1662",2,70,4,4,4,207004004,7004004,20,66,"F",6,"6F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.633592,33.57855,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",2,"East","Mid-Eastern","207004004004","An. funestus"
"1663",2,70,7,77,1,207007077,7007077,20,78,"G",6,"6G","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.902195,33.61586,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",2,"East","Mid-Eastern","207007077001","An. funestus"
"1664",2,70,8,34,2,207008034,7008034,20,90,"H",6,"6H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.800407,33.64094,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",2,"East","Mid-Eastern","207008034002","An. funestus"
"1665",2,70,8,34,3,207008034,7008034,20,7,"A",7,"7A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.800407,33.64094,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",2,"East","Mid-Eastern","207008034003","An. funestus"
"1666",2,70,9,15,1,207009015,7009015,20,19,"B",7,"7B","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.816244,33.7069,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",2,"East","Mid-Eastern","207009015001","An. funestus"
"1667",2,76,2,64,1,207602064,7602064,20,31,"C",7,"7C","FUN","FU","LL","NN",NA,"SS",0,0,0,0,NA,NA,NA,NA,NA,0.694439,33.07265,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","207602064001","An. funestus"
"1668",2,76,2,64,4,207602064,7602064,20,43,"D",7,"7D","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.694439,33.07265,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","207602064004","An. funestus"
"1669",2,76,2,64,5,207602064,7602064,20,55,"E",7,"7E","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.694439,33.07265,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","207602064005","An. funestus"
"1670",2,76,5,18,1,207605018,7605018,20,67,"F",7,"7F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.931929,33.14836,"6 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","207605018001","An. funestus"
"1671",2,82,1,82,1,208201082,8201082,20,91,"H",7,"7H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.589792,33.42593,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","208201082001","An. funestus"
"1672",2,82,1,82,2,208201082,8201082,20,8,"A",8,"8A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.589792,33.42593,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","208201082002","An. funestus"
"1673",2,82,1,82,3,208201082,8201082,20,20,"B",8,"8B","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.589792,33.42593,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","208201082003","An. funestus"
"1674",2,82,1,82,4,208201082,8201082,20,32,"C",8,"8C","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.589792,33.42593,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","208201082004","An. funestus"
"1675",2,84,1,20,2,208401020,8401020,20,44,"D",8,"8D","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.7120219,33.41662,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","208401020002","An. funestus"
"1676",2,84,1,20,3,208401020,8401020,20,56,"E",8,"8E","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.7120219,33.41662,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","208401020003","An. funestus"
"1677",2,84,1,20,4,208401020,8401020,20,68,"F",8,"8F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.7120219,33.41662,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","208401020004","An. funestus"
"1678",2,84,1,20,5,208401020,8401020,20,80,"G",8,"8G","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.7120219,33.41662,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","208401020005","An. funestus"
"1679",2,84,1,20,6,208401020,8401020,20,92,"H",8,"8H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.7120219,33.41662,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","208401020006","An. funestus"
"1680",2,84,4,4,1,208404004,8404004,20,9,"A",9,"9A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.789036,33.37822,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","208404004001","An. funestus"
"1681",2,84,4,4,2,208404004,8404004,20,21,"B",9,"9B","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.789036,33.37822,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","208404004002","An. funestus"
"1682",2,84,4,4,3,208404004,8404004,20,33,"C",9,"9C","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.789036,33.37822,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","208404004003","An. funestus"
"1683",2,84,4,4,4,208404004,8404004,20,45,"D",9,"9D","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.789036,33.37822,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","208404004004","An. funestus"
"1684",2,84,4,4,5,208404004,8404004,20,57,"E",9,"9E","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.789036,33.37822,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","208404004005","An. funestus"
"1685",2,84,4,4,6,208404004,8404004,20,69,"F",9,"9F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.789036,33.37822,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","208404004006","An. funestus"
"1686",2,84,4,4,7,208404004,8404004,20,81,"G",9,"9G","FUN","FU","LL","NN",NA,"SS",0,0,0,0,NA,NA,NA,NA,NA,0.789036,33.37822,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","208404004007","An. funestus"
"1687",2,84,4,4,8,208404004,8404004,20,93,"H",9,"9H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.789036,33.37822,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","208404004008","An. funestus"
"1688",2,84,3,128,1,208403128,8403128,20,10,"A",10,"10A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.841173,33.3456,"6 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","208403128001","An. funestus"
