sample_id,partner_sample_id_x,contributor,country,location,year,month,latitude,longitude,sex_call,sample_set,release,quarter,study_id,study_url,terms_of_use_expiry_date,terms_of_use_url,unrestricted_use,mean_cov,median_cov,modal_cov,mean_cov_2L,median_cov_2L,mode_cov_2L,mean_cov_2R,median_cov_2R,mode_cov_2R,mean_cov_3L,median_cov_3L,mode_cov_3L,mean_cov_3R,median_cov_3R,mode_cov_3R,mean_cov_X,median_cov_X,mode_cov_X,frac_gen_cov,divergence,contam_pct,contam_LLR,aim_species_fraction_arab,aim_species_fraction_colu,aim_species_fraction_colu_no2l,aim_species_gambcolu_arabiensis,aim_species_gambiae_coluzzii,aim_species,country_iso,admin1_name,admin1_iso,admin2_name,taxon,cohort_admin1_year,cohort_admin1_month,cohort_admin1_quarter,cohort_admin2_year,cohort_admin2_month,cohort_admin2_quarter,partner_sample_id_y,RND,HSD,EA,HH,ID,HHID,HHID.rnd,Plate,Sample.identifier,Row,Column,Well,MolSpecies,Expected.species,kdr,N1575Y,Cyp4j5,Coeae1d,Pfal.score,OVM.score,Pfal,OVM,X2La,Cyp6p4,ZZB,Cyp6aa,Cyp6aa_Dup,lat,lon,survey,LLIN.intend,llin_actual,Net.intend,Net.actual,Wave,Location,subregions,species,control_phase,partner_sample_id
VBS50538-6645STDY11194275,306707033013,Martin Donnelly,Uganda,6707,2018,3,2.05,33.469,F,1288-VO-UG-DONNELLY-VMF00168,3.6,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,24.5,24,24,24.45,24,24,24.56,25,25,24.0,24,24,24.27,24,24,25.89,25,25,0.938,0.02111,1.605,1337.259,0.0026804518475971,0.0200573065902578,0.0214521452145214,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Amuria,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_03,UG-E_gamb_2018_Q1,UG-E_Amuria_gamb_2018,UG-E_Amuria_gamb_2018_03,UG-E_Amuria_gamb_2018_Q1,306707033013,3.0,67.0,7.0,33.0,13.0,306707033.0,6707033.0,28.0,9.0,A,9.0,9A,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,2.05317,33.47168,12 months,Non-PBO LLIN,Non-PBO LLIN,Olyset,Olyset,2.0,East,Mid-Eastern,An. gambiae,intermediate,306707033013
VBS50539-6645STDY11194276,306707033014,Martin Donnelly,Uganda,6707,2018,3,2.05,33.469,F,1288-VO-UG-DONNELLY-VMF00168,3.6,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,31.71,32,32,31.64,32,32,31.59,32,32,31.41,32,32,31.56,32,32,33.07,32,32,0.939,0.02201,1.576,1688.926,0.0017247987734764,0.0200142959256611,0.0213991769547325,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Amuria,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_03,UG-E_gamb_2018_Q1,UG-E_Amuria_gamb_2018,UG-E_Amuria_gamb_2018_03,UG-E_Amuria_gamb_2018_Q1,306707033014,3.0,67.0,7.0,33.0,14.0,306707033.0,6707033.0,28.0,21.0,B,9.0,9B,S,GA,SS,NN,FF,SS,0.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,2.05317,33.47168,12 months,Non-PBO LLIN,Non-PBO LLIN,Olyset,Olyset,2.0,East,Mid-Eastern,An. gambiae,intermediate,306707033014
VBS50540-6645STDY11194277,306902081001,Martin Donnelly,Uganda,6902,2018,5,0.248,33.888,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,29.55,30,30,29.58,30,30,29.44,30,30,29.19,29,30,29.4,29,30,30.75,30,30,0.938,0.02194,1.758,1853.855,0.0045985821038513,0.0228898426323319,0.0255354200988467,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306902081001,3.0,69.0,2.0,81.0,1.0,306902081.0,6902081.0,28.0,22.0,B,10.0,10B,S,GA,SS,NN,FF,RR,0.0,0.0,0.0,0.0,SS,IM,ZL,DN,Dup,0.24569,33.89008,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306902081001
VBS50541-6645STDY11194278,306902081002,Martin Donnelly,Uganda,6902,2018,5,0.248,33.888,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,27.71,28,28,27.98,28,28,27.69,28,28,27.07,27,28,27.37,27,28,29.06,28,28,0.942,0.02036,2.71,3809.829,0.0019160758766047,0.0172043010752688,0.0189925681255161,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306902081002,3.0,69.0,2.0,81.0,2.0,306902081.0,6902081.0,28.0,34.0,C,10.0,10C,S,GA,SS,NN,LL,SR,0.0,0.0,0.0,0.0,II,MM,ZZ,DD,Dup,0.24569,33.89008,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306902081002
VBS50542-6645STDY11194279,306902081003,Martin Donnelly,Uganda,6902,2018,5,0.248,33.888,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,31.16,31,31,31.46,31,32,31.32,31,32,30.3,30,31,30.65,31,31,32.82,32,32,0.942,0.02029,1.767,2022.269,0.0024952015355086,0.0164756446991404,0.0181518151815181,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306902081003,3.0,69.0,2.0,81.0,3.0,306902081.0,6902081.0,28.0,46.0,D,10.0,10D,S,GA,SS,NN,LL,SR,0.0,0.0,0.0,0.0,II,MM,ZZ,DD,Dup,0.24569,33.89008,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306902081003
VBS50543-6645STDY11194280,306902081004,Martin Donnelly,Uganda,6902,2018,5,0.248,33.888,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,25.89,26,26,25.92,26,26,25.95,26,26,25.38,25,26,25.62,26,26,27.14,26,26,0.939,0.02111,2.555,3295.536,0.0017234775947912,0.0222701149425287,0.0256198347107438,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306902081004,3.0,69.0,2.0,81.0,4.0,306902081.0,6902081.0,28.0,58.0,E,10.0,10E,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,SS,IM,ZL,DN,Dup,0.24569,33.89008,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306902081004
VBS50544-6645STDY11194281,306902081005,Martin Donnelly,Uganda,6902,2018,5,0.248,33.888,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,29.1,29,30,29.09,29,29,28.97,29,30,28.62,29,30,29.14,29,29,30.28,29,30,0.941,0.02119,1.853,2268.037,0.0028724626579854,0.0200286123032904,0.0222405271828665,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306902081005,3.0,69.0,2.0,81.0,5.0,306902081.0,6902081.0,28.0,70.0,F,10.0,10F,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,0.24569,33.89008,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306902081005
VBS50545-6645STDY11194282,306910201002,Martin Donnelly,Uganda,6910,2018,5,0.334,33.877,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,26.58,26,27,26.47,26,27,26.61,27,27,26.06,26,27,26.5,26,27,27.89,27,27,0.936,0.022,1.894,1896.858,0.0026825062272465,0.0136103151862464,0.015650741350906,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306910201002,3.0,69.0,10.0,201.0,2.0,306910201.0,6910201.0,28.0,12.0,A,12.0,12A,S,GA,SS,NN,FF,SR,0.0,0.0,0.0,0.0,SS,IM,ZL,DD,Dup,0.331675,33.87449,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306910201002
VBS50546-6645STDY11194283,306910201005,Martin Donnelly,Uganda,6910,2018,5,0.334,33.877,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,33.32,33,34,33.33,33,34,33.23,33,34,32.89,33,34,33.1,33,34,34.76,34,34,0.942,0.02117,1.631,1932.364,0.004407819087773,0.017921146953405,0.0181668042939719,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306910201005,3.0,69.0,10.0,201.0,5.0,306910201.0,6910201.0,28.0,24.0,B,12.0,12B,S,GA,SS,NN,LL,RR,0.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,0.331675,33.87449,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306910201005
VBS50547-6645STDY11194284,306910201004,Martin Donnelly,Uganda,6910,2018,5,0.334,33.877,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,31.14,31,32,31.1,31,31,31.13,31,32,30.64,31,31,30.92,31,31,32.61,32,31,0.939,0.02198,1.501,1661.201,0.0030657214025675,0.0200429491768074,0.0222588623248145,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306910201004,3.0,69.0,10.0,201.0,4.0,306910201.0,6910201.0,28.0,36.0,C,12.0,12C,S,GA,SS,NN,LF,RR,0.0,0.0,0.0,0.0,SS,IM,ZL,DD,Dup,0.331675,33.87449,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306910201004
VBS50548-6645STDY11194285,306910201003,Martin Donnelly,Uganda,6910,2018,5,0.334,33.877,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,30.41,30,31,30.39,30,31,30.42,31,31,30.03,30,31,30.14,30,31,31.77,31,31,0.938,0.02206,1.725,1855.697,0.002875215641173,0.01294033069734,0.0140845070422535,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306910201003,3.0,69.0,10.0,201.0,3.0,306910201.0,6910201.0,28.0,48.0,D,12.0,12D,S,GA,SS,NN,FF,SS,0.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,0.331675,33.87449,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306910201003
VBS50549-6645STDY11194286,306910201006,Martin Donnelly,Uganda,6910,2018,5,0.334,33.877,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,26.11,26,26,26.1,26,26,26.11,26,27,25.7,26,26,25.95,26,26,27.28,26,26,0.94,0.02118,2.127,2292.16,0.0049779820026804,0.0178571428571428,0.0197368421052631,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306910201006,3.0,69.0,10.0,201.0,6.0,306910201.0,6910201.0,28.0,60.0,E,12.0,12E,S,GA,SS,NN,LF,SS,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,0.331675,33.87449,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306910201006
VBS50550-6645STDY11194287,306910201007,Martin Donnelly,Uganda,6910,2018,5,0.334,33.877,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,33.51,34,34,33.53,34,34,33.54,34,34,32.86,33,34,33.24,33,34,35.15,34,34,0.942,0.0211,1.863,2579.986,0.0034489365778884,0.0201005025125628,0.0223325062034739,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306910201007,3.0,69.0,10.0,201.0,7.0,306910201.0,6910201.0,28.0,72.0,F,12.0,12F,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,SI,IM,ZL,DN,Dup,0.331675,33.87449,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306910201007
VBS50551-6645STDY11194288,306910201008,Martin Donnelly,Uganda,6910,2018,5,0.334,33.877,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,30.34,30,31,30.69,31,31,30.18,30,31,29.78,30,31,30.15,30,31,31.46,31,31,0.942,0.02032,1.862,2137.594,0.0019171779141104,0.0185714285714285,0.0205592105263157,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306910201008,3.0,69.0,10.0,201.0,8.0,306910201.0,6910201.0,28.0,84.0,G,12.0,12G,S,GA,SS,NN,LL,SR,0.0,0.0,0.0,0.0,II,MM,ZZ,DN,Dup,0.331675,33.87449,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306910201008
VBS50552-6645STDY11194289,306910201009,Martin Donnelly,Uganda,6910,2018,5,0.334,33.877,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,34.74,35,36,34.74,35,35,34.75,35,36,34.26,35,35,34.36,35,35,36.41,35,36,0.941,0.02201,2.287,3917.285,0.0022979701263883,0.0221745350500715,0.0247116968698517,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306910201009,3.0,69.0,10.0,201.0,9.0,306910201.0,6910201.0,28.0,96.0,H,12.0,12H,S,GA,SS,NN,FF,SS,0.0,0.0,0.0,0.0,SS,IM,ZL,DN,Dup,0.331675,33.87449,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306910201009
VBS50553-6645STDY11194290,306910201001,Martin Donnelly,Uganda,6910,2018,5,0.334,33.877,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,31.79,32,32,32.07,32,32,31.76,32,33,31.12,31,32,31.43,31,32,33.25,32,32,0.942,0.02037,1.733,2068.932,0.0034462952326249,0.0222541277817659,0.0239867659222497,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306910201001,3.0,69.0,10.0,201.0,1.0,306910201.0,6910201.0,29.0,93.0,H,9.0,9H,S,FU,SS,NN,LL,SS,0.0,0.0,0.0,0.0,II,,,,,0.331675,33.87449,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306910201001
VBS50555-6645STDY11194292,306910201011,Martin Donnelly,Uganda,6910,2018,5,0.334,33.877,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,32.39,32,33,32.76,33,33,32.39,33,33,31.81,32,33,31.93,32,33,33.66,33,33,0.942,0.02032,1.597,1867.392,0.004408663983132,0.0257326661901358,0.0288065843621399,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306910201011,3.0,69.0,10.0,201.0,11.0,306910201.0,6910201.0,30.0,13.0,B,1.0,1B,S,GA,SS,NN,LL,SR,0.0,0.0,0.0,0.0,II,MM,ZZ,DD,Dup,0.331675,33.87449,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306910201011
VBS50556-6645STDY11194293,306910201012,Martin Donnelly,Uganda,6910,2018,5,0.334,33.877,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,28.17,28,29,28.46,28,29,28.06,28,29,27.68,28,28,27.87,28,28,29.45,29,29,0.942,0.02029,1.673,1680.956,0.0030663089306247,0.0172043010752688,0.0189925681255161,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306910201012,3.0,69.0,10.0,201.0,12.0,306910201.0,6910201.0,30.0,25.0,C,1.0,1C,S,GA,SS,NN,LL,SR,0.0,0.0,0.0,0.0,II,MM,ZZ,DN,Dup,0.331675,33.87449,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306910201012
VBS50557-6645STDY11194294,306910201013,Martin Donnelly,Uganda,6910,2018,5,0.334,33.877,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,28.4,28,29,28.42,28,29,28.46,29,29,27.89,28,29,28.19,28,29,29.56,29,29,0.941,0.02112,1.818,1972.414,0.0017244682889442,0.0150429799426934,0.0156765676567656,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306910201013,3.0,69.0,10.0,201.0,13.0,306910201.0,6910201.0,30.0,37.0,D,1.0,1D,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,0.331675,33.87449,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306910201013
VBS50558-6645STDY11194295,306910201014,Martin Donnelly,Uganda,6910,2018,5,0.334,33.877,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,31.86,32,32,31.88,32,32,31.74,32,33,31.54,32,33,31.65,32,32,33.19,32,32,0.942,0.02114,1.829,2234.105,0.0040229885057471,0.0121689334287759,0.0131904369332234,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306910201014,3.0,69.0,10.0,201.0,14.0,306910201.0,6910201.0,30.0,49.0,E,1.0,1E,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,0.331675,33.87449,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306910201014
VBS50559-6645STDY11194296,306910201015,Martin Donnelly,Uganda,6910,2018,5,0.334,33.877,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,31.07,31,31,31.01,31,31,31.15,31,32,30.54,31,31,30.71,31,31,32.71,32,32,0.941,0.02111,1.484,1568.361,0.0015316867700555,0.0172043010752688,0.0165152766308835,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Namayingo_gamb_2018,UG-E_Namayingo_gamb_2018_05,UG-E_Namayingo_gamb_2018_Q2,306910201015,3.0,69.0,10.0,201.0,15.0,306910201.0,6910201.0,30.0,61.0,F,1.0,1F,S,GA,SS,NN,LF,SS,0.0,0.0,0.0,0.0,SI,IM,ZL,NN,WT,0.331675,33.87449,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,306910201015
VBS50560-6645STDY11194297,307405099001,Martin Donnelly,Uganda,7405,2018,5,0.574,33.113,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,32.83,33,34,32.83,33,33,32.92,33,34,32.27,33,33,32.52,33,33,34.3,33,34,0.941,0.02112,1.892,2440.95,0.002680965147453,0.015,0.0164473684210526,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Jinja,gambiae,UG-E_gamb_2018,UG-E_gamb_2018_05,UG-E_gamb_2018_Q2,UG-E_Jinja_gamb_2018,UG-E_Jinja_gamb_2018_05,UG-E_Jinja_gamb_2018_Q2,307405099001,3.0,74.0,5.0,99.0,1.0,307405099.0,7405099.0,30.0,26.0,C,2.0,2C,S,GA,FS,NN,LF,SR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,0.57623,33.11237,12 months,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,intermediate,307405099001
